Limit Breached,Ext.,Result Date,Parameter,Locality,Sample Point,Site Code,Data Qualifier,Result,UOM,Comment,HasAttachments,Date Sent,Import Reference,Import Batch No,Import Sample Type,User
False,False,6/05/2025 12:34,Chlorine Tank Level,Southford,Eastbridge,,=,63.0,L,[redacted],False,,,,,user30032
False,False,6/05/2025 12:34,"Chlorine, Free (madd)",Southford,Eastbridge,,=,1.08,mg/L,[redacted],False,,,,,user30032
False,False,6/05/2025 11:35,"Chlorine, Free",Southford,Fortcrest,,=,0.85,mg/L,[redacted],False,,,,,user30032
False,False,6/05/2025 11:34,"Chlorine, Free",Southford,Newford,,=,0.59,mg/L,[redacted],False,,,,,user30032
False,False,6/05/2025 11:10,"Chlorine, Free",Southside,Fortton,,=,0.63,mg/L,[redacted],False,,,,,user89818
False,False,6/05/2025 10:48,"Chlorine, Free",Southford,Lakefield,JZN666,=,0.76,mg/L,[redacted],False,,,,,user30032
False,False,6/05/2025 10:32,"Chlorine, Free",Southford,Eastvale,,=,1.13,mg/L,[redacted],False,,,,,user30032
False,False,6/05/2025 10:32,Chlorine Tank Level,Southford,Eastvale,,=,1306.0,L,[redacted],False,,,,,user30032
False,False,6/05/2025 10:16,Chlorine Tank Level,Southford,Lakeham,,=,1034.0,L,[redacted],False,,,,,user30032
False,False,6/05/2025 10:15,"Chlorine, Free",Southford,Lakeham,,=,0.88,mg/L,[redacted],False,,,,,user30032
False,False,6/05/2025 10:05,Chlorine Tank Level,Southford,Southbridge,,=,250.0,L,[redacted],False,,,,,user30032
False,False,6/05/2025 10:03,"Chlorine, Free",Southford,Southbridge,,=,1.39,mg/L,[redacted],False,,,,,user30032
False,False,6/05/2025 09:45,"Chlorine, Free",Southford,Southbury,,=,0.7,mg/L,[redacted],False,,,,,user30032
False,False,6/05/2025 09:24,Chlorine Tank Level,Southford,Lakecrest,,=,1259.0,L,[redacted],False,,,,,user30032
False,False,6/05/2025 09:24,"Chlorine, Free",Southford,Lakecrest,,=,1.12,mg/L,[redacted],False,,,,,user30032
False,False,5/05/2025 15:56,"Chlorine, Free",Westvale,Eastbury,,=,1.03,mg/L,[redacted],False,,,,,user10074
False,False,5/05/2025 15:52,"Chlorine, Free",Northham,Fortbury,CLL839,=,1.03,mg/L,[redacted],False,,,,,user10074
False,False,5/05/2025 15:52,"Chlorine, Free",Southcrest,Northvale,,=,1.14,mg/L,[redacted],False,,,,,user10074
False,False,5/05/2025 13:02,"Chlorine, Free",Portford,Eastside,,=,0.9,mg/L,[redacted],False,,,,,user31174
False,False,5/05/2025 10:21,Chlorine Tank Level,Portford,Eastton,,=,1068.0,L,[redacted],False,,,,,user31174
False,False,5/05/2025 10:13,"Chlorine, Free",Portford,Westford,,=,1.03,mg/L,[redacted],False,,,,,user31174
False,False,5/05/2025 10:11,Chlorine Tank Level,Portford,Westford,,=,330.0,L,[redacted],False,,,,,user31174
False,False,5/05/2025 09:48,"Chlorine, Free",Portford,Mountvale,,=,0.85,mg/L,[redacted],False,,,,,user31174
False,False,5/05/2025 09:47,Chlorine Tank Level,Portford,Mountvale,,=,1157.0,L,[redacted],False,,,,,user31174
False,False,5/05/2025 09:31,"Chlorine, Free",Portford,Eastview,,=,1.09,mg/L,[redacted],False,,,,,user31174
False,False,5/05/2025 09:31,Chlorine Tank Level,Portford,Portfield,,=,949.0,L,[redacted],False,,,,,user31174
False,False,5/05/2025 09:31,"Chlorine, Free",Portford,Portfield,,=,1.34,mg/L,[redacted],False,,,,,user31174
False,False,5/05/2025 04:56,"Chlorine, Free",Portford,Newham,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,5/05/2025 00:03,Chlorine Tank Level,Portford,Riverton,,=,420.0,L,[redacted],False,,,,,user93748
False,False,5/05/2025 00:03,"Chlorine, Free",Portford,Riverton,,=,0.97,mg/L,[redacted],False,,,,,user93748
False,False,4/05/2025 23:10,Chlorine Tank Level,Portford,Newham,,=,565.0,L,[redacted],False,,,,,user93748
False,False,2/05/2025 19:07,"Chlorine, Free",Portford,Newham,,=,0.61,mg/L,[redacted],False,,,,,user59009
False,False,2/05/2025 19:07,Chlorine Tank Level,Portford,Newham,,=,607.0,L,[redacted],False,,,,,user59009
False,False,2/05/2025 15:02,"Chlorine, Free",Portford,Riverton,,=,0.9,mg/L,[redacted],False,,,,,user31174
False,False,2/05/2025 15:01,Chlorine Tank Level,Portford,Riverton,,=,470.0,L,[redacted],False,,,,,user31174
False,False,2/05/2025 11:35,Chlorine Tank Residual,Southside,Fortham,,=,0.83,mg/L,[redacted],False,,,,,user59009
False,False,2/05/2025 11:35,Chlorine Tank Level,Southside,Fortham,,=,84.0,L,[redacted],False,,,,,user59009
False,False,2/05/2025 11:22,"Chlorine, Free",Mountcrest,Lakevale,,=,0.32,mg/L,[redacted],False,,,,,user31174
False,False,2/05/2025 10:13,"Chlorine, Free",Portford,Westford,,=,1.05,mg/L,[redacted],False,,,,,user31174
False,False,2/05/2025 10:09,Chlorine Tank Level,Portford,Westford,,=,390.0,L,[redacted],False,,,,,user31174
False,False,2/05/2025 09:25,"Chlorine, Free",Portford,Eastview,,=,1.09,mg/L,[redacted],False,,,,,user31174
False,False,2/05/2025 09:24,"Chlorine, Free",Portford,Portfield,,=,1.33,mg/L,[redacted],False,,,,,user31174
False,False,2/05/2025 09:18,Chlorine Tank Level,Portford,Portfield,,=,959.0,L,[redacted],False,,,,,user31174
False,False,1/05/2025 14:49,"Chlorine, Free",Southside,Southside,,=,0.55,mg/L,[redacted],False,,,,,user89818
False,False,1/05/2025 14:49,"Chlorine, Free",Southside,Newcrest,,=,0.63,mg/L,[redacted],False,,,,,user89818
False,False,1/05/2025 14:49,Chlorine Tank Level,Southside,Lakecrest,,=,128.0,L,[redacted],False,,,,,user89818
False,False,1/05/2025 14:48,"Chlorine, Free",Southside,Lakecrest,,=,0.74,mg/L,[redacted],False,,,,,user89818
False,False,1/05/2025 13:10,Chlorine Tank Level,Southside,Newham,,=,138.0,L,[redacted],False,,,,,user89818
False,False,1/05/2025 13:10,"Chlorine, Free",Southside,Newham,,=,0.75,mg/L,[redacted],False,,,,,user89818
False,False,1/05/2025 13:09,"Chlorine, Free",Southside,Fortton,,=,0.7,mg/L,[redacted],False,,,,,user59009
False,False,1/05/2025 13:05,"Chlorine, Free",Southside,Westham,,=,0.92,mg/L,[redacted],False,,,,,user89818
False,False,1/05/2025 11:50,Chlorine Tank Level,Southside,Riverbridge,NCQ961,=,3460.0,L,[redacted],False,,,,,user59009
False,False,1/05/2025 11:50,Chlorine Tank Level,Southside,Riverbridge,,=,2330.0,L,[redacted],False,,,,,user59009
False,False,1/05/2025 11:48,"Chlorine, Free",Southside,Riverbridge,NCQ961,=,1.27,mg/L,[redacted],False,,,,,user59009
False,False,1/05/2025 11:48,"Chlorine, Free",Southside,Riverbridge,,=,1.25,mg/L,[redacted],False,,,,,user59009
False,False,1/05/2025 09:40,Chlorine Tank Level,Portford,Mountvale,,=,1212.0,L,[redacted],False,,,,,user59009
False,False,1/05/2025 09:40,"Chlorine, Free",Portford,Mountvale,,=,0.83,mg/L,[redacted],False,,,,,user59009
False,False,30/04/2025 14:01,Chlorine Tank Residual,Northside,Lakevale,,=,0.92,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 14:01,Chlorine Tank Residual,Northside,Lakevale,,=,0.92,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 13:19,Chlorine Tank Residual,Northside,Lakeford,,=,1.17,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 13:19,Chlorine Tank Residual,Northside,Lakeford,,=,1.17,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 12:59,Chlorine Tank Residual,Northside,Westcrest,,=,0.74,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 12:59,Chlorine Tank Residual,Northside,Westcrest,,=,0.74,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 12:13,Chlorine Tank Level,Southside,Westham,,=,88.0,L,[redacted],False,,,,,user89818
False,False,30/04/2025 12:12,"Chlorine, Free",Southside,Westham,,=,0.9,mg/L,[redacted],False,,,,,user89818
False,False,30/04/2025 12:06,Chlorine Tank Residual,Northside,Newham,,=,0.89,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 12:06,Chlorine Tank Residual,Northside,Newham,,=,0.89,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 10:30,Chlorine Tank Residual,Northside,Mountvale,,=,0.82,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 10:30,Chlorine Tank Residual,Northside,Mountvale,,=,0.82,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 09:44,Chlorine Tank Residual,Northside,Fortbridge,,=,0.63,mg/L,[redacted],False,,,,,user31174
False,False,30/04/2025 09:44,Chlorine Tank Residual,Northside,Fortbridge,,=,0.63,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 15:21,Chlorine Tank Level,Southside,Lakevale,,=,96.0,L,[redacted],False,,,,,user89818
False,False,29/04/2025 15:21,"Chlorine, Free",Southside,Lakevale,,=,0.99,mg/L,[redacted],False,,,,,user89818
False,False,29/04/2025 13:32,Chlorine Tank Residual,Northside,Lakebridge,,=,1.0,mg/L,[redacted],False,,,,,user59009
False,False,29/04/2025 12:56,Chlorine Tank Level,Westside,Newton,WGN282,=,1055.0,L,[redacted],False,,,,,user31174
False,False,29/04/2025 12:56,"Chlorine, Free",Westside,Newton,WGN282,=,1.18,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 12:34,"Chlorine, Free (Outflow)",Southford,Eastbridge,,=,0.83,,[redacted],False,,,,,user31174
False,False,29/04/2025 12:31,"Chlorine, Free (Inflow)",Southford,Eastbridge,,=,0.85,,[redacted],False,,,,,user31174
False,False,29/04/2025 12:30,"Chlorine, Free (madd)",Southford,Eastbridge,,=,0.95,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 12:29,Chlorine Tank Level,Southford,Eastbridge,,=,81.0,L,[redacted],False,,,,,user31174
False,False,29/04/2025 12:07,"Chlorine, Free",Southford,Fortcrest,,=,0.56,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 12:06,"Chlorine, Free",Southford,Newford,,=,1.49,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 11:27,"Chlorine, Free",Southford,Lakefield,JZN666,=,0.56,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 11:13,Chlorine Tank Level,Southford,Eastvale,,=,1368.0,L,[redacted],False,,,,,user31174
False,False,29/04/2025 11:13,"Chlorine, Free",Southford,Eastvale,,=,1.01,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 10:55,"Chlorine, Free",Southford,Lakeham,,=,1.36,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 10:55,Chlorine Tank Level,Southford,Lakeham,,=,1111.0,L,[redacted],False,,,,,user31174
False,False,29/04/2025 10:44,"Chlorine, Free",Southford,Southbridge,,=,1.07,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 10:43,Chlorine Tank Level,Southford,Southbridge,,=,250.0,L,[redacted],False,,,,,user31174
False,False,29/04/2025 10:38,"Chlorine, Free",Newvale,Newford,WAS798,=,1.67,mg/L,[redacted],False,,,,,user76540
False,False,29/04/2025 10:32,"Chlorine, Free",Southford,Southbury,,=,0.53,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 10:08,"Chlorine, Free",Southford,Lakecrest,,=,1.04,mg/L,[redacted],False,,,,,user31174
False,False,29/04/2025 10:07,Chlorine Tank Level,Southford,Lakecrest,,=,1265.0,L,[redacted],False,,,,,user31174
False,False,29/04/2025 06:46,Chlorine Tank Level,Southford,Mountfield,,=,200.0,L,[redacted],False,,,,,user31174
False,False,29/04/2025 06:46,"Chlorine, Free (Outflow)",Southford,Mountfield,,=,0.92,,[redacted],False,,,,,user31174
False,False,29/04/2025 06:46,"Chlorine, Free (Inflow)",Southford,Mountfield,,=,0.98,,[redacted],False,,,,,user31174
False,False,28/04/2025 14:35,Chlorine Tank Level,Portford,Newham,,=,670.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 14:35,"Chlorine, Free",Portford,Newham,,=,1.04,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 14:17,"Chlorine, Free",Portford,Riverton,,=,0.79,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 14:08,Chlorine Tank Level,Portford,Riverton,,=,530.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 13:43,"Chlorine, Free",Southcrest,Northvale,,=,1.12,mg/L,[redacted],False,,,,,user74042
False,False,28/04/2025 13:43,"Chlorine, Free",Northham,Fortbury,CLL839,=,0.93,mg/L,[redacted],False,,,,,user74042
False,False,28/04/2025 13:41,"Chlorine, Free",Westvale,Eastbury,,=,1.07,mg/L,[redacted],False,,,,,user74042
False,False,28/04/2025 12:55,"Chlorine, Free",Portford,Eastside,,=,0.74,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 10:18,Chlorine Tank Level,Portford,Eastton,,=,815.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 10:18,Chlorine Tank Level,Portford,Eastton,,=,815.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 10:15,"Chlorine, Free",Portford,Portfield,,=,0.84,mg/L,[redacted],False,,,,,user89818
False,False,28/04/2025 10:04,"Chlorine, Free",Portford,Westford,,=,1.28,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 10:04,"Chlorine, Free",Portford,Westford,,=,1.28,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 10:03,Chlorine Tank Level,Portford,Westford,,=,343.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 10:03,Chlorine Tank Level,Portford,Westford,,=,343.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 09:24,"Chlorine, Free",Portford,Mountvale,,=,0.9,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 09:24,"Chlorine, Free",Portford,Mountvale,,=,0.9,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 09:21,Chlorine Tank Level,Portford,Mountvale,,=,1241.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 09:21,Chlorine Tank Level,Portford,Mountvale,,=,1241.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 08:49,"Chlorine, Free",Portford,Eastview,,=,0.88,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 08:47,"Chlorine, Free",Portford,Portfield,,=,1.23,mg/L,[redacted],False,,,,,user59009
False,False,28/04/2025 08:47,Chlorine Tank Level,Portford,Portfield,,=,347.0,L,[redacted],False,,,,,user59009
False,False,28/04/2025 07:52,"Chlorine, Free",Southford,Fortside,,=,0.4,mg/L,[redacted],False,,,,,user79514
True,False,28/04/2025 07:52,"Chlorine, Free",Southford,Northham,,=,0.23,mg/L,[redacted],False,,,,,user79514
False,False,24/04/2025 17:25,"Chlorine, Free",Southside,Fortton,,=,0.6,mg/L,[redacted],False,,,,,user89818
False,False,24/04/2025 12:17,Chlorine Tank Level,Southside,Riverbridge,NCQ961,=,3430.0,L,[redacted],False,,,,,user89818
False,False,24/04/2025 12:17,"Chlorine, Free",Southside,Riverbridge,NCQ961,=,1.09,mg/L,[redacted],False,,,,,user89818
False,False,24/04/2025 12:17,Chlorine Tank Level,Southside,Riverbridge,,=,2710.0,L,[redacted],False,,,,,user89818
False,False,24/04/2025 12:16,"Chlorine, Free",Southside,Riverbridge,,=,0.62,mg/L,[redacted],False,,,,,user89818
False,False,24/04/2025 10:56,"Chlorine, Free",Mountcrest,Lakevale,,=,0.36,mg/L,[redacted],False,,,,,user59009
False,False,24/04/2025 09:56,Chlorine Tank Residual,Northside,Lakeford,,=,0.7,mg/L,[redacted],False,,,,,user59009
False,False,24/04/2025 09:28,"Chlorine, Free",Portford,Westford,,=,0.86,mg/L,[redacted],False,,,,,user59009
False,False,24/04/2025 09:28,Chlorine Tank Level,Portford,Westford,,=,348.0,L,[redacted],False,,,,,user59009
False,False,24/04/2025 07:12,"Chlorine, Free (Outflow)",Southford,Mountfield,,=,0.99,,[redacted],False,,,,,user31174
False,False,24/04/2025 03:31,Chlorine Tank Residual,Northside,Lakebridge,,=,0.83,mg/L,[redacted],False,,,,,user93748
False,False,24/04/2025 03:08,"Chlorine, Free",Portford,Eastview,,=,1.01,mg/L,[redacted],False,,,,,user93748
False,False,24/04/2025 03:08,Chlorine Tank Level,Portford,Portfield,,=,398.0,L,[redacted],False,,,,,user93748
False,False,24/04/2025 03:08,"Chlorine, Free",Portford,Portfield,,=,0.96,mg/L,[redacted],False,,,,,user93748
False,False,24/04/2025 01:41,Chlorine Tank Residual,Northside,Fortbridge,,=,0.64,mg/L,[redacted],False,,,,,user93748
False,False,24/04/2025 01:25,"Chlorine, Free",Portford,Mountvale,,=,1.1,mg/L,[redacted],False,,,,,user93748
False,False,24/04/2025 01:24,Chlorine Tank Level,Portford,Mountvale,,=,1276.0,L,[redacted],False,,,,,user93748
False,False,24/04/2025 01:00,Chlorine Tank Residual,Northside,Lakevale,,=,1.01,mg/L,[redacted],False,,,,,user93748
False,False,24/04/2025 00:31,Chlorine Tank Residual,Northside,Westcrest,,=,1.27,mg/L,[redacted],False,,,,,user93748
False,False,23/04/2025 23:33,Chlorine Tank Level,Portford,Newham,,=,747.0,L,[redacted],False,,,,,user93748
False,False,23/04/2025 23:33,"Chlorine, Free",Portford,Newham,,=,0.95,mg/L,[redacted],False,,,,,user93748
False,False,23/04/2025 22:51,Chlorine Tank Level,Portford,Riverton,,=,600.0,L,[redacted],False,,,,,user93748
False,False,23/04/2025 22:46,"Chlorine, Free",Portford,Riverton,,=,0.82,mg/L,[redacted],False,,,,,user93748
False,False,23/04/2025 17:17,Chlorine Tank Level,Southside,Fortham,,=,84.0,L,[redacted],False,,,,,user89818
False,False,23/04/2025 17:17,Chlorine Tank Residual,Southside,Fortham,,=,0.75,mg/L,[redacted],False,,,,,user89818
False,False,23/04/2025 17:17,Chlorine Tank Level,Southside,Lakevale,,=,69.0,L,[redacted],False,,,,,user89818
False,False,23/04/2025 17:17,"Chlorine, Free",Southside,Lakevale,,=,1.02,mg/L,[redacted],False,,,,,user89818
False,False,23/04/2025 15:44,Chlorine Tank Level,Southford,Lakecrest,,=,649.0,L,[redacted],False,,,,,user31174
False,False,23/04/2025 15:44,"Chlorine, Free",Southford,Lakecrest,,=,0.98,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 15:05,Chlorine Tank Level,Southford,Eastbridge,,=,93.0,L,[redacted],False,,,,,user31174
False,False,23/04/2025 15:05,"Chlorine, Free (Outflow)",Southford,Eastbridge,,=,0.78,,[redacted],False,,,,,user31174
False,False,23/04/2025 14:52,Chlorine Tank Level,Westside,Newton,WGN282,=,1132.0,L,[redacted],False,,,,,user31174
False,False,23/04/2025 14:52,"Chlorine, Free",Westside,Newton,WGN282,=,1.11,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 14:32,"Chlorine, Free (Inflow)",Southford,Eastbridge,,=,1.5,,[redacted],False,,,,,user31174
False,False,23/04/2025 14:32,"Chlorine, Free (madd)",Southford,Eastbridge,,=,1.06,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 14:31,"Chlorine, Free",Southford,Fortcrest,,=,0.41,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 14:21,Chlorine Tank Level,Southside,Lakecrest,,=,172.0,L,[redacted],False,,,,,user89818
False,False,23/04/2025 14:21,"Chlorine, Free",Southside,Lakecrest,,=,0.87,mg/L,[redacted],False,,,,,user89818
False,False,23/04/2025 14:21,"Chlorine, Free",Southside,Southside,,=,0.68,mg/L,[redacted],False,,,,,user89818
False,False,23/04/2025 14:21,"Chlorine, Free",Southside,Newcrest,,=,0.74,mg/L,[redacted],False,,,,,user89818
False,False,23/04/2025 14:11,"Chlorine, Free",Southford,Newford,,=,0.36,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 13:33,"Chlorine, Free",Southford,Lakefield,JZN666,=,0.59,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 13:16,Chlorine Tank Level,Southford,Eastvale,,=,1397.0,L,[redacted],False,,,,,user31174
False,False,23/04/2025 13:15,"Chlorine, Free",Southford,Eastvale,,=,0.88,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 12:24,"Chlorine, Free",Southford,Lakeham,,=,1.0,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 12:20,Chlorine Tank Level,Southford,Lakeham,,=,1217.0,L,[redacted],False,,,,,user31174
False,False,23/04/2025 12:12,Chlorine Tank Level,Southside,Newham,,=,162.0,L,[redacted],False,,,,,user89818
False,False,23/04/2025 12:12,"Chlorine, Free",Southside,Newham,,=,0.98,mg/L,[redacted],False,,,,,user89818
False,False,23/04/2025 12:05,"Chlorine, Free",Southside,Westham,,=,0.98,mg/L,[redacted],False,,,,,user89818
False,False,23/04/2025 11:24,Chlorine Tank Level,Southford,Southbridge,,=,250.0,L,[redacted],False,,,,,user31174
False,False,23/04/2025 11:24,"Chlorine, Free",Southford,Southbridge,,=,0.99,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 10:57,"Chlorine, Free",Southford,Southbury,,=,1.07,mg/L,[redacted],False,,,,,user31174
False,False,23/04/2025 10:21,"Chlorine, Free",Newvale,Newford,WAS798,=,1.34,mg/L,[redacted],False,,,,,user76540
False,False,23/04/2025 05:44,Chlorine Tank Residual,Northside,Mountvale,,=,0.83,mg/L,[redacted],False,,,,,user93748
False,False,23/04/2025 04:13,Chlorine Tank Level,Southford,Mountfield,,=,230.0,L,[redacted],False,,,,,user93748
False,False,23/04/2025 04:12,"Chlorine, Free (Inflow)",Southford,Mountfield,,=,0.92,,[redacted],False,,,,,user93748
False,False,22/04/2025 17:51,Chlorine Tank Level,Southside,Westham,,=,98.0,L,[redacted],False,,,,,user89818
False,False,22/04/2025 17:51,"Chlorine, Free",Southside,Westham,,=,0.79,mg/L,[redacted],False,,,,,user89818
False,False,22/04/2025 13:11,"Chlorine, Free",Westvale,Eastbury,,=,1.22,mg/L,[redacted],False,,,,,user74042
False,False,22/04/2025 12:49,"Chlorine, Free",Southcrest,Northvale,,=,1.06,mg/L,[redacted],False,,,,,user74042
False,False,22/04/2025 12:40,"Chlorine, Free",Northham,Fortbury,CLL839,=,0.99,mg/L,[redacted],False,,,,,user74042
False,False,22/04/2025 07:44,Chlorine Tank Residual,Northside,Newham,,=,0.92,mg/L,[redacted],False,,,,,user93748
False,False,22/04/2025 04:59,"Chlorine, Free",Portford,Newham,,=,1.01,mg/L,[redacted],False,,,,,user93748
False,False,22/04/2025 04:59,Chlorine Tank Level,Portford,Newham,,=,764.0,L,[redacted],False,,,,,user93748
False,False,22/04/2025 04:39,"Chlorine, Free",Portford,Riverton,,=,0.92,mg/L,[redacted],False,,,,,user93748
False,False,22/04/2025 04:36,Chlorine Tank Level,Portford,Riverton,,=,640.0,L,[redacted],False,,,,,user93748
False,False,22/04/2025 02:52,"Chlorine, Free",Portford,Eastside,,=,1.04,mg/L,[redacted],False,,,,,user93748
False,False,22/04/2025 01:12,Chlorine Tank Level,Portford,Eastton,,=,962.0,L,[redacted],False,,,,,user93748
False,False,22/04/2025 01:05,"Chlorine, Free",Portford,Westford,,=,1.01,mg/L,[redacted],False,,,,,user93748
False,False,22/04/2025 01:05,Chlorine Tank Level,Portford,Westford,,=,352.0,L,[redacted],False,,,,,user93748
False,False,22/04/2025 00:38,"Chlorine, Free",Portford,Mountvale,,=,1.04,mg/L,[redacted],False,,,,,user93748
False,False,22/04/2025 00:38,Chlorine Tank Level,Portford,Mountvale,,=,1294.0,L,[redacted],False,,,,,user93748
False,False,21/04/2025 23:52,"Chlorine, Free",Portford,Eastview,,=,1.11,mg/L,[redacted],False,,,,,user93748
False,False,21/04/2025 23:51,"Chlorine, Free",Portford,Portfield,,=,1.15,mg/L,[redacted],False,,,,,user93748
False,False,21/04/2025 23:50,Chlorine Tank Level,Portford,Portfield,,=,423.0,L,[redacted],False,,,,,user93748
False,False,17/04/2025 14:04,"Chlorine, Free",Newvale,Newford,WAS798,=,1.21,mg/L,[redacted],False,,,,,user76540
False,False,17/04/2025 08:16,"Chlorine, Free",Southford,Northham,,=,0.32,mg/L,[redacted],False,,,,,user79514
False,False,17/04/2025 08:15,"Chlorine, Free",Southford,Fortside,,=,0.32,mg/L,[redacted],False,,,,,user79514
False,False,17/04/2025 04:22,"Chlorine, Free",Portford,Newham,,=,0.95,mg/L,[redacted],False,,,,,user93748
False,False,17/04/2025 04:02,Chlorine Tank Level,Portford,Newham,,=,816.0,L,[redacted],False,,,,,user93748
False,False,17/04/2025 03:48,"Chlorine, Free",Portford,Riverton,,=,0.93,mg/L,[redacted],False,,,,,user93748
False,False,17/04/2025 03:48,Chlorine Tank Level,Portford,Riverton,,=,790.0,L,[redacted],False,,,,,user93748
False,False,17/04/2025 01:51,"Chlorine, Free",Mountcrest,Lakevale,,=,0.44,mg/L,[redacted],False,,,,,user93748
False,False,17/04/2025 00:24,"Chlorine, Free",Portford,Westford,,=,0.97,mg/L,[redacted],False,,,,,user93748
False,False,17/04/2025 00:14,Chlorine Tank Level,Portford,Westford,,=,360.0,L,[redacted],False,,,,,user93748
False,False,16/04/2025 23:55,Chlorine Tank Level,Portford,Mountvale,,=,1353.0,L,[redacted],False,,,,,user93748
False,False,16/04/2025 23:54,"Chlorine, Free",Portford,Mountvale,,=,1.33,mg/L,[redacted],False,,,,,user93748
False,False,16/04/2025 23:24,"Chlorine, Free",Portford,Eastview,,=,1.13,mg/L,[redacted],False,,,,,user93748
False,False,16/04/2025 23:18,"Chlorine, Free",Portford,Portfield,,=,1.32,mg/L,[redacted],False,,,,,user93748
False,False,16/04/2025 23:16,Chlorine Tank Level,Portford,Portfield,,=,480.0,L,[redacted],False,,,,,user93748
False,False,16/04/2025 15:30,"Chlorine, Free",Westton,Southbridge,XTT448,=,1.35,mg/L,[redacted],False,,,,,user79514
False,False,16/04/2025 11:04,"Chlorine, Free",Southside,Fortton,,=,0.6,mg/L,[redacted],False,,,,,user89818
False,False,16/04/2025 03:15,Chlorine Tank Residual,Northside,Lakevale,,=,0.87,mg/L,[redacted],False,,,,,user93748
False,False,16/04/2025 02:51,Chlorine Tank Residual,Northside,Lakeford,,=,1.13,mg/L,[redacted],False,,,,,user93748
False,False,16/04/2025 02:51,Chlorine Tank Residual,Northside,Westcrest,,=,1.25,mg/L,[redacted],False,,,,,user93748
False,False,16/04/2025 01:25,Chlorine Tank Residual,Northside,Newham,,=,0.98,mg/L,[redacted],False,,,,,user93748
False,False,15/04/2025 23:58,Chlorine Tank Residual,Northside,Mountvale,,=,0.87,mg/L,[redacted],False,,,,,user93748
False,False,15/04/2025 23:24,Chlorine Tank Residual,Northside,Fortbridge,,=,0.72,mg/L,[redacted],False,,,,,user93748
False,False,15/04/2025 23:03,Chlorine Tank Residual,Northside,Lakebridge,,=,0.97,mg/L,[redacted],False,,,,,user93748
False,False,15/04/2025 16:19,Chlorine Tank Level,Southside,Riverbridge,NCQ961,=,3440.0,L,[redacted],False,,,,,user89818
False,False,15/04/2025 16:18,"Chlorine, Free",Southside,Riverbridge,NCQ961,=,1.11,mg/L,[redacted],False,,,,,user89818
False,False,15/04/2025 16:18,Chlorine Tank Level,Southside,Riverbridge,,=,3040.0,L,[redacted],False,,,,,user89818
False,False,15/04/2025 16:18,"Chlorine, Free",Southside,Riverbridge,,=,0.58,mg/L,[redacted],False,,,,,user89818
False,False,15/04/2025 15:26,Chlorine Tank Level,Southside,Newham,,=,200.0,L,[redacted],False,,,,,user89818
False,False,15/04/2025 15:25,"Chlorine, Free",Southside,Newham,,=,0.79,mg/L,[redacted],False,,,,,user89818
